"An-thí-gōa_kap_Ba̍h-bú-tà","An-thí-gōa kap Ba̍h-bú-tà","https://zh-min-nan.wiktionary.org/wiki/An-thí-gōa_kap_Ba̍h-bú-tà"
"An-toh-là","An-toh-là","https://zh-min-nan.wiktionary.org/wiki/An-toh-là"
"An-tó-là","An-tó-là","https://zh-min-nan.wiktionary.org/wiki/An-tó-là"
"Antigua-et-Barbuda","Antigua-et-Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua-et-Barbuda"
"Antigua_at_Barbuda","Antigua at Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua_at_Barbuda"
"Antigua_e_Barbuda","Antigua e Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua_e_Barbuda"
"Antigua_en_Barbuda","Antigua en Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua_en_Barbuda"
"Antigua_i_Barbuda","Antigua i Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua_i_Barbuda"
"Antigua_ja_Barbuda","Antigua ja Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua_ja_Barbuda"
"Antigua_kap_Barbuda","Antigua kap Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antigua_kap_Barbuda"
"Antígua_e_Barbuda","Antígua e Barbuda","https://zh-min-nan.wiktionary.org/wiki/Antígua_e_Barbuda"
"Appendix:Eng-gí_ê_hoat-im","Appendix:Eng-gí ê hoat-im","https://zh-min-nan.wiktionary.org/wiki/Appendix:Eng-gí_ê_hoat-im"
"Ar-gen-thí-nà","Ar-gen-thí-nà","https://zh-min-nan.wiktionary.org/wiki/Ar-gen-thí-nà"
"Asiatic_black_bear","Asiatic black bear","https://zh-min-nan.wiktionary.org/wiki/Asiatic_black_bear"
"Au-chiu","Au-chiu","https://zh-min-nan.wiktionary.org/wiki/Au-chiu"
"Aⁿ","Aⁿ","https://zh-min-nan.wiktionary.org/wiki/Aⁿ"
"B","B","https://zh-min-nan.wiktionary.org/wiki/B"
"Ban7-kok","Ban7-kok","https://zh-min-nan.wiktionary.org/wiki/Ban7-kok"
"Big_Bang","Big Bang","https://zh-min-nan.wiktionary.org/wiki/Big_Bang"
"Bok8-su-kho","Bok8-su-kho","https://zh-min-nan.wiktionary.org/wiki/Bok8-su-kho"
"Bo̍k-chheⁿ","Bo̍k-chheⁿ","https://zh-min-nan.wiktionary.org/wiki/Bo̍k-chheⁿ"
"Bo̍k-su-kho","Bo̍k-su-kho","https://zh-min-nan.wiktionary.org/wiki/Bo̍k-su-kho"
"Bân-lâm-gí","Bân-lâm-gí","https://zh-min-nan.wiktionary.org/wiki/Bân-lâm-gí"
"Bân-lâm-gú","Bân-lâm-gú","https://zh-min-nan.wiktionary.org/wiki/Bân-lâm-gú"
"Bú-hàn_Hì-iām","Bú-hàn Hì-iām","https://zh-min-nan.wiktionary.org/wiki/Bú-hàn_Hì-iām"
"Bān-kok","Bān-kok","https://zh-min-nan.wiktionary.org/wiki/Bān-kok"
"Bă-là","Bă-là","https://zh-min-nan.wiktionary.org/wiki/Bă-là"
"Bī-lê-sì","Bī-lê-sì","https://zh-min-nan.wiktionary.org/wiki/Bī-lê-sì"
"Bīn-chheh","Bīn-chheh","https://zh-min-nan.wiktionary.org/wiki/Bīn-chheh"
"CH","CH","https://zh-min-nan.wiktionary.org/wiki/CH"
"CHH","CHH","https://zh-min-nan.wiktionary.org/wiki/CHH"
"Cao_Hùng_thị","Cao Hùng thị","https://zh-min-nan.wiktionary.org/wiki/Cao_Hùng_thị"
"Chinese_leek","Chinese leek","https://zh-min-nan.wiktionary.org/wiki/Chinese_leek"
"Chiù-khí","Chiù-khí","https://zh-min-nan.wiktionary.org/wiki/Chiù-khí"
"Chng","Chng","https://zh-min-nan.wiktionary.org/wiki/Chng"
"Châu_Á","Châu Á","https://zh-min-nan.wiktionary.org/wiki/Châu_Á"
"Chè-kong","Chè-kong","https://zh-min-nan.wiktionary.org/wiki/Chè-kong"
"Chúi-chheⁿ","Chúi-chheⁿ","https://zh-min-nan.wiktionary.org/wiki/Chúi-chheⁿ"
"Chúi-kau","Chúi-kau","https://zh-min-nan.wiktionary.org/wiki/Chúi-kau"
"Chûng-koet","Chûng-koet","https://zh-min-nan.wiktionary.org/wiki/Chûng-koet"
"Chûng-ko̍k","Chûng-ko̍k","https://zh-min-nan.wiktionary.org/wiki/Chûng-ko̍k"
"Câung-ngṳ̄","Câung-ngṳ̄","https://zh-min-nan.wiktionary.org/wiki/Câung-ngṳ̄"
"Cộng_hòa_Nhân_dân_Trung_Hoa","Cộng hòa Nhân dân Trung Hoa","https://zh-min-nan.wiktionary.org/wiki/Cộng_hòa_Nhân_dân_Trung_Hoa"
"Cộng_hòa_Xã_hội_Chủ_nghĩa_Việt_Nam","Cộng hòa Xã hội Chủ nghĩa Việt Nam","https://zh-min-nan.wiktionary.org/wiki/Cộng_hòa_Xã_hội_Chủ_nghĩa_Việt_Nam"
"Democratic_People's_Republic_of_Korea","Democratic People's Republic of Korea","https://zh-min-nan.wiktionary.org/wiki/Democratic_People's_Republic_of_Korea"
"Democratische_Volksrepubliek_Korea","Democratische Volksrepubliek Korea","https://zh-min-nan.wiktionary.org/wiki/Democratische_Volksrepubliek_Korea"
"Demokratikong_Republika_ng_Sambayanang_Koreano","Demokratikong Republika ng Sambayanang Koreano","https://zh-min-nan.wiktionary.org/wiki/Demokratikong_Republika_ng_Sambayanang_Koreano"
"Demokratische_Volksrepublik_Korea","Demokratische Volksrepublik Korea","https://zh-min-nan.wiktionary.org/wiki/Demokratische_Volksrepublik_Korea"
"Den_Demokratiske_Folkerepublik_Korea","Den Demokratiske Folkerepublik Korea","https://zh-min-nan.wiktionary.org/wiki/Den_Demokratiske_Folkerepublik_Korea"
"Dièu-siēng","Dièu-siēng","https://zh-min-nan.wiktionary.org/wiki/Dièu-siēng"
"Doctrine_of_the_Mean","Doctrine of the Mean","https://zh-min-nan.wiktionary.org/wiki/Doctrine_of_the_Mean"
"Dáik-guók","Dáik-guók","https://zh-min-nan.wiktionary.org/wiki/Dáik-guók"
"Dáik-ngṳ̄","Dáik-ngṳ̄","https://zh-min-nan.wiktionary.org/wiki/Dáik-ngṳ̄"
"Dâi-să̤-iòng","Dâi-să̤-iòng","https://zh-min-nan.wiktionary.org/wiki/Dâi-să̤-iòng"
"Dṳ̆ng-guók","Dṳ̆ng-guók","https://zh-min-nan.wiktionary.org/wiki/Dṳ̆ng-guók"
"Dṳ̆ng-huà_Ìng-mìng_Gê̤ṳng-huò-guók","Dṳ̆ng-huà Ìng-mìng Gê̤ṳng-huò-guók","https://zh-min-nan.wiktionary.org/wiki/Dṳ̆ng-huà_Ìng-mìng_Gê̤ṳng-huò-guók"
"E","E","https://zh-min-nan.wiktionary.org/wiki/E"
"EU","EU","https://zh-min-nan.wiktionary.org/wiki/EU"
"Eng-gí","Eng-gí","https://zh-min-nan.wiktionary.org/wiki/Eng-gí"
"Eng-hiông","Eng-hiông","https://zh-min-nan.wiktionary.org/wiki/Eng-hiông"
"Enn-gou-le7","Enn-gou-le7","https://zh-min-nan.wiktionary.org/wiki/Enn-gou-le7"
"Espesyal_na_Rehiyong_Administratibo_ng_Hong_Kong_ng_Republika_Popular_ng_Tsina","Espesyal na Rehiyong Administratibo ng Hong Kong ng Republika Popular ng Tsina","https://zh-min-nan.wiktionary.org/wiki/Espesyal_na_Rehiyong_Administratibo_ng_Hong_Kong_ng_Republika_Popular_ng_Tsina"
"Eⁿ","Eⁿ","https://zh-min-nan.wiktionary.org/wiki/Eⁿ"
"Eⁿ-go·-lē","Eⁿ-go·-lē","https://zh-min-nan.wiktionary.org/wiki/Eⁿ-go·-lē"
"Formosan_black_bear","Formosan black bear","https://zh-min-nan.wiktionary.org/wiki/Formosan_black_bear"
"Fî-lip-pîn","Fî-lip-pîn","https://zh-min-nan.wiktionary.org/wiki/Fî-lip-pîn"
"Fî-li̍t-pîn","Fî-li̍t-pîn","https://zh-min-nan.wiktionary.org/wiki/Fî-li̍t-pîn"
"Fûi-chiû","Fûi-chiû","https://zh-min-nan.wiktionary.org/wiki/Fûi-chiû"
"G","G","https://zh-min-nan.wiktionary.org/wiki/G"
"Gio̍k-hông-tāi-tè","Gio̍k-hông-tāi-tè","https://zh-min-nan.wiktionary.org/wiki/Gio̍k-hông-tāi-tè"
"Giâm-lô-ông","Giâm-lô-ông","https://zh-min-nan.wiktionary.org/wiki/Giâm-lô-ông"
"Goa̍t-hā-nó͘-jîn","Goa̍t-hā-nó͘-jîn","https://zh-min-nan.wiktionary.org/wiki/Goa̍t-hā-nó͘-jîn"
"Goa̍t-ló","Goa̍t-ló","https://zh-min-nan.wiktionary.org/wiki/Goa̍t-ló"
"Goddess_of_the_Yangtze","Goddess of the Yangtze","https://zh-min-nan.wiktionary.org/wiki/Goddess_of_the_Yangtze"
"Great_Learning","Great Learning","https://zh-min-nan.wiktionary.org/wiki/Great_Learning"
"Great_Wall_of_China","Great Wall of China","https://zh-min-nan.wiktionary.org/wiki/Great_Wall_of_China"
"Greek","Greek","https://zh-min-nan.wiktionary.org/wiki/Greek"
"Greek_alphabet","Greek alphabet","https://zh-min-nan.wiktionary.org/wiki/Greek_alphabet"
"Greek_mythology","Greek mythology","https://zh-min-nan.wiktionary.org/wiki/Greek_mythology"
"Guōng-dĕ̤ng-uâ","Guōng-dĕ̤ng-uâ","https://zh-min-nan.wiktionary.org/wiki/Guōng-dĕ̤ng-uâ"
"Gî-lân","Gî-lân","https://zh-min-nan.wiktionary.org/wiki/Gî-lân"
"Gî-lân-chi-sòaⁿ","Gî-lân-chi-sòaⁿ","https://zh-min-nan.wiktionary.org/wiki/Gî-lân-chi-sòaⁿ"
"Gă-nā-dâi","Gă-nā-dâi","https://zh-min-nan.wiktionary.org/wiki/Gă-nā-dâi"
"Gō͘-ji̍t-cheh","Gō͘-ji̍t-cheh","https://zh-min-nan.wiktionary.org/wiki/Gō͘-ji̍t-cheh"
"H","H","https://zh-min-nan.wiktionary.org/wiki/H"
"Ha-iá-sū-thàn","Ha-iá-sū-thàn","https://zh-min-nan.wiktionary.org/wiki/Ha-iá-sū-thàn"
"Hak-kâ","Hak-kâ","https://zh-min-nan.wiktionary.org/wiki/Hak-kâ"
"Han_Dynasty","Han Dynasty","https://zh-min-nan.wiktionary.org/wiki/Han_Dynasty"
"Hari_Natal","Hari Natal","https://zh-min-nan.wiktionary.org/wiki/Hari_Natal"
"Haut","Haut","https://zh-min-nan.wiktionary.org/wiki/Haut"
"Ha̍p-im-jī","Ha̍p-im-jī","https://zh-min-nan.wiktionary.org/wiki/Ha̍p-im-jī"
"Heu","Heu","https://zh-min-nan.wiktionary.org/wiki/Heu"
"Hi-liap8-gi2","Hi-liap8-gi2","https://zh-min-nan.wiktionary.org/wiki/Hi-liap8-gi2"
"Hi-liap8-gu2","Hi-liap8-gu2","https://zh-min-nan.wiktionary.org/wiki/Hi-liap8-gu2"
"Hi-lia̍p-gí","Hi-lia̍p-gí","https://zh-min-nan.wiktionary.org/wiki/Hi-lia̍p-gí"
"Hi-lia̍p-gú","Hi-lia̍p-gú","https://zh-min-nan.wiktionary.org/wiki/Hi-lia̍p-gú"
"Hi-sû_lia̍t-toaⁿ","Hi-sû lia̍t-toaⁿ","https://zh-min-nan.wiktionary.org/wiki/Hi-sû_lia̍t-toaⁿ"
"Himalayan_black_bear","Himalayan black bear","https://zh-min-nan.wiktionary.org/wiki/Himalayan_black_bear"
"Hoan","Hoan","https://zh-min-nan.wiktionary.org/wiki/Hoan"
"Hoat-gi2","Hoat-gi2","https://zh-min-nan.wiktionary.org/wiki/Hoat-gi2"
"Hoat-gí","Hoat-gí","https://zh-min-nan.wiktionary.org/wiki/Hoat-gí"
"Hoat-gú","Hoat-gú","https://zh-min-nan.wiktionary.org/wiki/Hoat-gú"
"Hoat-kok","Hoat-kok","https://zh-min-nan.wiktionary.org/wiki/Hoat-kok"
"Hoe-kî-kok","Hoe-kî-kok","https://zh-min-nan.wiktionary.org/wiki/Hoe-kî-kok"
"Hok-kian3","Hok-kian3","https://zh-min-nan.wiktionary.org/wiki/Hok-kian3"
"Hok-kiàn","Hok-kiàn","https://zh-min-nan.wiktionary.org/wiki/Hok-kiàn"
"Holopedia_ê_Iōng-jī","Holopedia ê Iōng-jī","https://zh-min-nan.wiktionary.org/wiki/Holopedia_ê_Iōng-jī"
"Hong-sū","Hong-sū","https://zh-min-nan.wiktionary.org/wiki/Hong-sū"
"Hong_Kong_SAR_de_la_République_populaire_de_Chine","Hong Kong SAR de la République populaire de Chine","https://zh-min-nan.wiktionary.org/wiki/Hong_Kong_SAR_de_la_République_populaire_de_Chine"
"Hong_Kong_Special_Administrative_Region_of_the_People's_Republic_of_China","Hong Kong Special Administrative Region of the People's Republic of China","https://zh-min-nan.wiktionary.org/wiki/Hong_Kong_Special_Administrative_Region_of_the_People's_Republic_of_China"
"Hong_Kong_Özel_Yönetim_Bölgesi","Hong Kong Özel Yönetim Bölgesi","https://zh-min-nan.wiktionary.org/wiki/Hong_Kong_Özel_Yönetim_Bölgesi"
"Hoé-chheⁿ","Hoé-chheⁿ","https://zh-min-nan.wiktionary.org/wiki/Hoé-chheⁿ"
"Ho̍k-tek-biō","Ho̍k-tek-biō","https://zh-min-nan.wiktionary.org/wiki/Ho̍k-tek-biō"
"Hui-chiu","Hui-chiu","https://zh-min-nan.wiktionary.org/wiki/Hui-chiu"
"Hui-lip8-pin_Kiong7-ho5-kok","Hui-lip8-pin Kiong7-ho5-kok","https://zh-min-nan.wiktionary.org/wiki/Hui-lip8-pin_Kiong7-ho5-kok"
"Hui-li̍p-pin_Kiōng-hô-kok","Hui-li̍p-pin Kiōng-hô-kok","https://zh-min-nan.wiktionary.org/wiki/Hui-li̍p-pin_Kiōng-hô-kok"
"Hun-lan5-gi2","Hun-lan5-gi2","https://zh-min-nan.wiktionary.org/wiki/Hun-lan5-gi2"
"Hun-lan5-gu2","Hun-lan5-gu2","https://zh-min-nan.wiktionary.org/wiki/Hun-lan5-gu2"
"Hun-lân-gí","Hun-lân-gí","https://zh-min-nan.wiktionary.org/wiki/Hun-lân-gí"
"Hun-lân-gú","Hun-lân-gú","https://zh-min-nan.wiktionary.org/wiki/Hun-lân-gú"
"Huák-guók","Huák-guók","https://zh-min-nan.wiktionary.org/wiki/Huák-guók"
"Huák-ngṳ̄","Huák-ngṳ̄","https://zh-min-nan.wiktionary.org/wiki/Huák-ngṳ̄"
"Hu̍t-chó͘","Hu̍t-chó͘","https://zh-min-nan.wiktionary.org/wiki/Hu̍t-chó͘"
"Hàn-gí","Hàn-gí","https://zh-min-nan.wiktionary.org/wiki/Hàn-gí"
"Hàn-siâⁿ","Hàn-siâⁿ","https://zh-min-nan.wiktionary.org/wiki/Hàn-siâⁿ"
"Hái-ông-chheⁿ","Hái-ông-chheⁿ","https://zh-min-nan.wiktionary.org/wiki/Hái-ông-chheⁿ"
"Hân-gí","Hân-gí","https://zh-min-nan.wiktionary.org/wiki/Hân-gí"
"Hân-gú","Hân-gú","https://zh-min-nan.wiktionary.org/wiki/Hân-gú"
"Hêng-thian-kiong","Hêng-thian-kiong","https://zh-min-nan.wiktionary.org/wiki/Hêng-thian-kiong"
"Hò̤-làng","Hò̤-làng","https://zh-min-nan.wiktionary.org/wiki/Hò̤-làng"
"Hò̤-làng-ngṳ̄","Hò̤-làng-ngṳ̄","https://zh-min-nan.wiktionary.org/wiki/Hò̤-làng-ngṳ̄"
"Hóe-chheⁿ","Hóe-chheⁿ","https://zh-min-nan.wiktionary.org/wiki/Hóe-chheⁿ"
"Hóe-iām_Kok","Hóe-iām Kok","https://zh-min-nan.wiktionary.org/wiki/Hóe-iām_Kok"
"Hók-ciŭ","Hók-ciŭ","https://zh-min-nan.wiktionary.org/wiki/Hók-ciŭ"
"Hók-gióng","Hók-gióng","https://zh-min-nan.wiktionary.org/wiki/Hók-gióng"
"Hô-ló","Hô-ló","https://zh-min-nan.wiktionary.org/wiki/Hô-ló"
"Hù-lio̍k:Sek-tì","Hù-lio̍k:Sek-tì","https://zh-min-nan.wiktionary.org/wiki/Hù-lio̍k:Sek-tì"
"Hĭ-báik-lài-ngṳ̄","Hĭ-báik-lài-ngṳ̄","https://zh-min-nan.wiktionary.org/wiki/Hĭ-báik-lài-ngṳ̄"
"Hō-ló-oē","Hō-ló-oē","https://zh-min-nan.wiktionary.org/wiki/Hō-ló-oē"
"Hō-ló_chiàⁿ-im","Hō-ló chiàⁿ-im","https://zh-min-nan.wiktionary.org/wiki/Hō-ló_chiàⁿ-im"
"Hū-le̍k:HSK_ê_Hôa-gú_sû_ê_chheng-toaⁿ","Hū-le̍k:HSK ê Hôa-gú sû ê chheng-toaⁿ","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:HSK_ê_Hôa-gú_sû_ê_chheng-toaⁿ"
"Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī","Hū-le̍k:Hôa-gú Wikipedia Siông Ēng ê Jī","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī"
"Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/2001","Hū-le̍k:Hôa-gú Wikipedia Siông Ēng ê Jī/2001","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/2001"
"Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/4001","Hū-le̍k:Hôa-gú Wikipedia Siông Ēng ê Jī/4001","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/4001"
"Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/6001","Hū-le̍k:Hôa-gú Wikipedia Siông Ēng ê Jī/6001","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/6001"
"Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/Chin-chōe_ēng_cha̍p-pái","Hū-le̍k:Hôa-gú Wikipedia Siông Ēng ê Jī/Chin-chōe ēng cha̍p-pái","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/Chin-chōe_ēng_cha̍p-pái"
"Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/Chin-chōe_ēng_nn̄g-pái","Hū-le̍k:Hôa-gú Wikipedia Siông Ēng ê Jī/Chin-chōe ēng nn̄g-pái","https://zh-min-nan.wiktionary.org/wiki/Hū-le̍k:Hôa-gú_Wikipedia_Siông_Ēng_ê_Jī/Chin-chōe_ēng_nn̄g-pái"
"Hŭng-làng-ngṳ̄","Hŭng-làng-ngṳ̄","https://zh-min-nan.wiktionary.org/wiki/Hŭng-làng-ngṳ̄"
"I","I","https://zh-min-nan.wiktionary.org/wiki/I"
"Ia̍p-sêng","Ia̍p-sêng","https://zh-min-nan.wiktionary.org/wiki/Ia̍p-sêng"
"Iron_Age","Iron Age","https://zh-min-nan.wiktionary.org/wiki/Iron_Age"
"Iân-pit","Iân-pit","https://zh-min-nan.wiktionary.org/wiki/Iân-pit"
"Iú-ìng-kong","Iú-ìng-kong","https://zh-min-nan.wiktionary.org/wiki/Iú-ìng-kong"
"Iⁿ","Iⁿ","https://zh-min-nan.wiktionary.org/wiki/Iⁿ"
"J","J","https://zh-min-nan.wiktionary.org/wiki/J"
"Ji̍t-gí","Ji̍t-gí","https://zh-min-nan.wiktionary.org/wiki/Ji̍t-gí"
"Ji̍t-gú","Ji̍t-gú","https://zh-min-nan.wiktionary.org/wiki/Ji̍t-gú"
"Ji̍t-pún","Ji̍t-pún","https://zh-min-nan.wiktionary.org/wiki/Ji̍t-pún"
"Ji̍t-pún-saⁿ","Ji̍t-pún-saⁿ","https://zh-min-nan.wiktionary.org/wiki/Ji̍t-pún-saⁿ"
"Jī-kiat_chóa-chhiúⁿ","Jī-kiat chóa-chhiúⁿ","https://zh-min-nan.wiktionary.org/wiki/Jī-kiat_chóa-chhiúⁿ"
"Jī-kiat_ông-kong-biō","Jī-kiat ông-kong-biō","https://zh-min-nan.wiktionary.org/wiki/Jī-kiat_ông-kong-biō"
"Jī-káu-mê","Jī-káu-mê","https://zh-min-nan.wiktionary.org/wiki/Jī-káu-mê"
"K","K","https://zh-min-nan.wiktionary.org/wiki/K"
"KH","KH","https://zh-min-nan.wiktionary.org/wiki/KH"
"Ka-gī","Ka-gī","https://zh-min-nan.wiktionary.org/wiki/Ka-gī"
"Kaharian_ng_Espanya","Kaharian ng Espanya","https://zh-min-nan.wiktionary.org/wiki/Kaharian_ng_Espanya"
"Kaisahan_ng_mga_Republikang_Sosyalistang_Sovyet","Kaisahan ng mga Republikang Sosyalistang Sovyet","https://zh-min-nan.wiktionary.org/wiki/Kaisahan_ng_mga_Republikang_Sosyalistang_Sovyet"
"Kawasan_Pentadbiran_Khas_Wilayah_Hong_Kong","Kawasan Pentadbiran Khas Wilayah Hong Kong","https://zh-min-nan.wiktionary.org/wiki/Kawasan_Pentadbiran_Khas_Wilayah_Hong_Kong"
"Khai-chiang_Sèng-ông","Khai-chiang Sèng-ông","https://zh-min-nan.wiktionary.org/wiki/Khai-chiang_Sèng-ông"
"Khe-ko-á","Khe-ko-á","https://zh-min-nan.wiktionary.org/wiki/Khe-ko-á"
"Kheh-ōe","Kheh-ōe","https://zh-min-nan.wiktionary.org/wiki/Kheh-ōe"
"Khin-siaⁿ","Khin-siaⁿ","https://zh-min-nan.wiktionary.org/wiki/Khin-siaⁿ"
"Khí-tái","Khí-tái","https://zh-min-nan.wiktionary.org/wiki/Khí-tái"
"Khûn-poe","Khûn-poe","https://zh-min-nan.wiktionary.org/wiki/Khûn-poe"
"Kim-chhenn","Kim-chhenn","https://zh-min-nan.wiktionary.org/wiki/Kim-chhenn"
"Kim-chheⁿ","Kim-chheⁿ","https://zh-min-nan.wiktionary.org/wiki/Kim-chheⁿ"
"Kioh-siàu","Kioh-siàu","https://zh-min-nan.wiktionary.org/wiki/Kioh-siàu"
"Kng2-tang","Kng2-tang","https://zh-min-nan.wiktionary.org/wiki/Kng2-tang"
"Ko-hiông-chhī","Ko-hiông-chhī","https://zh-min-nan.wiktionary.org/wiki/Ko-hiông-chhī"
"Koan-chiòng-siú","Koan-chiòng-siú","https://zh-min-nan.wiktionary.org/wiki/Koan-chiòng-siú"
"Koan-im","Koan-im","https://zh-min-nan.wiktionary.org/wiki/Koan-im"
"Koan-kong","Koan-kong","https://zh-min-nan.wiktionary.org/wiki/Koan-kong"
"Koan-tè-iâ","Koan-tè-iâ","https://zh-min-nan.wiktionary.org/wiki/Koan-tè-iâ"
"Kok-ka_miâ","Kok-ka miâ","https://zh-min-nan.wiktionary.org/wiki/Kok-ka_miâ"
"Kore_Cumhuriyeti","Kore Cumhuriyeti","https://zh-min-nan.wiktionary.org/wiki/Kore_Cumhuriyeti"
"Kore_Demokratik_Halk_Cumhuriyeti","Kore Demokratik Halk Cumhuriyeti","https://zh-min-nan.wiktionary.org/wiki/Kore_Demokratik_Halk_Cumhuriyeti"
"Korea_Popola_Demokratia_Respubliko","Korea Popola Demokratia Respubliko","https://zh-min-nan.wiktionary.org/wiki/Korea_Popola_Demokratia_Respubliko"
"Koreaan","Koreaan","https://zh-min-nan.wiktionary.org/wiki/Koreaan"
"Korean","Korean","https://zh-min-nan.wiktionary.org/wiki/Korean"
"Korean_War","Korean War","https://zh-min-nan.wiktionary.org/wiki/Korean_War"
"Korean_demokraattinen_kansantasavalta","Korean demokraattinen kansantasavalta","https://zh-min-nan.wiktionary.org/wiki/Korean_demokraattinen_kansantasavalta"
"Kó͘-Kong-Saⁿ-Ông","Kó͘-Kong-Saⁿ-Ông","https://zh-min-nan.wiktionary.org/wiki/Kó͘-Kong-Saⁿ-Ông"
"Kē-tē-gí","Kē-tē-gí","https://zh-min-nan.wiktionary.org/wiki/Kē-tē-gí"
"Kē-tē-gú","Kē-tē-gú","https://zh-min-nan.wiktionary.org/wiki/Kē-tē-gú"
"Kńg-tang","Kńg-tang","https://zh-min-nan.wiktionary.org/wiki/Kńg-tang"
"L","L","https://zh-min-nan.wiktionary.org/wiki/L"
"La_Socialista_Respubliko_de_Vjetnamo","La Socialista Respubliko de Vjetnamo","https://zh-min-nan.wiktionary.org/wiki/La_Socialista_Respubliko_de_Vjetnamo"
